account_number,name,entity_type,status,registered,domestic_or_foreign,formation_place,naics,street,city,state,zip,email
3513078,Built To Last Construction LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Residential Remodelers (236118),2 WHITTIER RD,EAST HAMPTON,CT,06424,norman@builttolastconstructionllc.com
3513080,Olmo Capital LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Miscellaneous Intermediation (523910),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3513088,D.R.E LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Other Activities Related to Real Estate (531390),156 Denslow Hill Rd,Hamden,CT,06514-2004,athomas.ctrealtor@gmail.com
3513089,Domakonda Investments LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Other Activities Related to Real Estate (531390),6 Old Gate Rd,Wallingford,CT,06492-3327,kdomakonda@gmail.com
3513090,Crozier Consulting LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Other Computer Related Services (541519),1052 North Grand Street,West Suffield,CT,06093,ctc21146@gmail.com
3513091,OTalented Productions LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Sound Recording Studios (512240),102 High St,Vernon Rockville,CT,06066-6739,otpincme@gmail.com
3513092,"Women's Work Institute, Inc.",Non-Stock,Active,2026-09-09,Domestic,Connecticut,Research and Development in the Social Sciences and Humanities (541720),,,,,amanda@womensworkinstitute.org
3513102,"TransformED Academy, Inc.",Non-Stock,Active,2026-09-09,Domestic,Connecticut,All Other Miscellaneous Schools and Instruction (611699),,,,,mbrase@empoweredalternatives.org
3513105,Purpose & Story Development Communications LLC,LLC,Active,2026-09-09,Domestic,Connecticut,"All Other Professional, Scientific, and Technical Services (541990)",43 Own Home Avenue,Wilton,CT,06897,karen@karenreddington.com
3513107,JoJo Marketing LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Marketing Consulting Services (541613),32 Jaidee Dr,East Hartford,CT,06118-1581,anthonymontanez5858@gmail.com
3513111,MICHAEL DURAN LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Air-Conditioning and Warm Air Heating Equipment and Commercial and Industrial Refrigeration Equipment Manufacturing (333415),1097 Hillside Ave,Stratford,CT,06614-4803,ronnie_s@yopmail.com
3513113,Phases LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Food Health Supplement Retailers (456191),3 Pine Tree Lane,Glastonbury,CT,06033,brittanytassone@gmail.com
3513114,"The Summit, Inc",Non-Stock,Active,2026-09-09,Domestic,Connecticut,Other Individual and Family Services (624190),,,,,summitmissionct@gmail.com
3513120,One Madison LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Other Activities Related to Real Estate (531390),5204 Madison Ave,Trumbull,CT,06611-1016,rmalz7@gmail.com
3513121,Decoding Success LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Educational Support Services (611710),24 Hildurcrest Dr,Simsbury,CT,06070,decodingsuccessllc@gmail.com
3513126,"That Ian Tolmie, D.O., PLLC",LLC,Active,2026-09-09,Foreign,VIRGINIA,Offices of Physicians except Mental Health Specialists (621111),2389 Main St. Ste 100,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3513128,All Saints Eve LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Motion Picture and Video Production (512110),85 Pollys Ln,Uncasville,CT,06382-1427,allsaintsevefilm@gmail.com
3513129,E&D Legacy LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Portfolio Management and Investment Advice (523940),79 Mountain Rd,Wilton,CT,06897,stephenpanico@yahoo.com
3513130,Excelsior Marshall LLC,LLC,Active,2026-09-09,Foreign,DELAWARE,Other Activities Related to Real Estate (531390),10 Marshall St,Norwalk,CT,06854-2204,farbcal@hotmail.com
3513131,"Eight Eighteen Longevity-Fairfield, LLC",LLC,Active,2026-09-09,Domestic,,,1121 High Ridge Road Unit 6,Stamford,CT,06905,chris@fairfieldlongevity2.com
3513134,Hollyberry Functional Wellness LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Other Personal Care Services (812199),69 Hollyberry Ln,Plainville,CT,06062,emily.kosswig@gmail.com
3513138,FMORALES CLEANING SERVICES LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Janitorial Services (561720),324 Canaan Rd,Stratford,CT,06614-4614,kenirm371@gmail.com
3513139,"BEACON MEDTECH SOLUTIONS-MA, LLC",LLC,Active,2026-09-09,Foreign,,,32 JUNGLE ROAD,LEOMINSTER,MA,01453,LPAGENTS@LPLEGAL.COM
3513150,overtimecafe LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Limited-Service Restaurants (722513),1719 E Main St,Waterbury,CT,06705-1096,overtimecafellc@gmail.com
3513158,8 Keynote Partners LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Other Activities Related to Real Estate (531390),112 Wall Street,Torrington,CT,06790,mattoneglia@ogind.com
3513159,The Kovacs Family Day School Limited Liability Company,LLC,Active,2026-09-09,Domestic,Connecticut,Child Care Services (624410),13 Sydney Ln,Cromwell,CT,06416-1134,c.kovacs@comcast.net
3513167,C Squared Enrichment CT LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Exam Preparation and Tutoring (611691),220 Main St S,Southbury,CT,06488-2275,csquaredenrichment@gmail.com
3513169,"150 Stevens St, LLC",LLC,Active,2026-09-09,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),150 Stevens St,East Haven,CT,06512-4747,bhinman8382@gmail.com
3513171,Best Choice Home Health Care LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Home Health Care Services (621610),100 Bradley Road,Woodbridge,CT,06525,emailjoice@yahoo.com
3513173,B&B Property Maintenance LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Landscaping Services (561730),67 Chappell St,Chaplin,CT,06235,grbennettjr@gmail.com
3513176,Dar Aasal LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Clothing and Clothing Accessories Retailers (458110),25 Midway Dr,Cromwell,CT,06416-2551,erinadelong@gmail.com
3513178,EVENTS & DECOR RENTAL LLC,LLC,Active,2026-09-09,Domestic,Connecticut,All Other Miscellaneous Retailers (459999),796 Noble Ave,Bridgeport,CT,06608-1503,contact@amesur.net
3513185,Wethersfield Communications LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Electronics and Appliance Retailers (449210),1345 Silas Deane Hwy,Wethersfield,CT,06109-4302,scott.seder@wireless-zone.com
3513193,SAVOR KITCHEN LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Mobile Food Services (722330),67 Oakland Rd,Southington,CT,06489-3275,sophroniko@gmail.com
3513197,GD Beauty CO LLC,LLC,Active,2026-09-09,Domestic,Connecticut,"Cosmetics, Beauty Supplies, and Perfume Retailers (456120)",23 Kramer Avenue,WATERBURY,CT,06705-2828,gdbeautyco@yahoo.com
3513199,VNH Wellness Infusion Clinic PLLC,LLC,Active,2026-09-09,Domestic,Connecticut,All Other Outpatient Care Centers (621498),1275 Post Rd,Fairfield,CT,06824-6015,info@vivonovahealth.com
3513200,NATIVE AKL LIQUORS LLC,LLC,Active,2026-09-09,Domestic,Connecticut,"Beer, Wine, and Liquor Retailers (445320)",1820 EAST MAIN ST,Waterbury,CT,06705,sofocused221@gmail.com
3513201,LC DESIGN & PAINTING LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Painting and Wall Covering Contractors (238320),95 Hospital Ave,Danbury,CT,06810-6086,luanteixeira031@gmail.com
3513204,KL Commerce LLC,LLC,Active,2026-09-09,Domestic,Connecticut,All Other General Merchandise Retailers (455219),12 Lovers Ln,East Lyme,CT,06333-1516,klcommercllc@gmail.com
3513206,Sound Connections Inc.,Non-Stock,Active,2026-09-09,Domestic,Connecticut,Business Associations (813910),,,,,soundconnectionsct@gmail.com
3513209,38 Glenrock LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Residential Property Managers (531311),281 Tresser Blvd,Stamford,CT,06901-3284,radevellis@blairandpotts.com
3513211,"America's�Equipment�Auction�Connecticut, LLC",LLC,Active,2026-09-09,Domestic,Connecticut,"All Other Professional, Scientific, and Technical Services (541990)",10401�N.�Meridian�Street,Carmel,IN,46290,ron.kruczynski@americasaa.com
3513216,162 Lonetown Road LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Residential Property Managers (531311),5 Old Field Lane,Redding,CT,06896,hans@hjsprojects.com
3513221,IOSC LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Administrative Management and General Management Consulting Services (541611),47 Hemmelskamp Rd,Wilton,CT,06897-2104,scott.bravi@gmail.com
3513224,"Out of This World Consulting, LLC",LLC,Active,2026-09-09,Domestic,Connecticut,Marketing Consulting Services (541613),18 Sherwin Dr,Enfield,CT,06082-2064,danielrtedone@gmail.com
3513226,Chipi LLC,LLC,Active,2026-09-09,Domestic,Connecticut,All Other General Merchandise Retailers (455219),1 Town Hill Rd,Lakeville,CT,06039-2311,beckybelcher5@gmail.com
3513227,MONTENEGRO LANDSCAPING LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Landscaping Services (561730),464 Candlewood Lake Rd N,New Milford,CT,06776-4129,montenegrolandscape@gmail.com
3513231,Kmoralescleaningservices LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Janitorial Services (561720),324 Canaan Rd,Stratford,CT,06614-4614,kenirm371@gmail.com
3513233,Viktoriia Wellness LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Other Personal Care Services (812199),27 Faith Road,NEWINGTON,CT,06111,viktoriiawellnessllc@yahoo.com
3513237,360 Mechanical Services L.L.C.,LLC,Active,2026-09-09,Domestic,Connecticut,"Plumbing, Heating, and Air-Conditioning Contractors (238220)",309 Sugar Hill Rd,Tolland,CT,06084-2136,cthvac08@yahoo.com
3513238,PAUL'S CONSTRUCTION COMPANY LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Masonry Contractors (238140),8 W Park Rd,Plymouth,CT,06782-2510,meritadinkollari1966@gmail.com
3513247,Novak Construction Company,Stock,Active,2026-09-09,Foreign,ILLINOIS,Commercial and Institutional Building Construction (236220),3423 N Drake Ave,Chicago,IL,60618-5449,arubino@novakconstruction.com
3513253,Monomoy Point Brokers LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Insurance Agencies and Brokerages (524210),2389 Main St.,Glastonbury,CT,06033,eastern@northwestregisteredagent.com
3513258,"SAMPOLL, INC.",Stock,Active,2026-09-09,Foreign,DELAWARE,Advertising Material Distribution Services (541870),8 the Grn,Dover,DE,19901-3618,justin@trysampoll.com
3513260,EDDIE'S home improvement llc,LLC,Active,2026-09-09,Domestic,Connecticut,Framing Contractors (238130),50 Wildflower Rd,East Hartford,CT,06118-1639,eddier_22@hotmail.com
3513261,PARK CITY TENNIS AND PICKLEBALLS LLC,LLC,Active,2026-09-09,Domestic,Connecticut,All Other Personal Services (812990),302 OLIVE ST,BRIDGEPORT,CT,06604,tonytrinh1974@yahoo.com
3513263,Omni Leasing LLC,LLC,Active,2026-09-09,Domestic,Connecticut,"Truck, Utility Trailer, and RV Recreational Vehicle Rental and Leasing (532120)",285 Southington Rd,Berlin,CT,06037-3420,bwargo@gc-cpas.com
3513268,SWEET BRAZIL LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Janitorial Services (561720),240 ALEXANDER AVE,BRIDGEPORT,CT,06606,kellysouzadmv@gmail.com
3513269,CLEANART SERVICES LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Other Personal and Household Goods Repair and Maintenance (811490),230 Thompson St,Stratford,CT,06615-6125,contact@amesur.net
3513275,NK Imports LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Other Farm Product Raw Material Merchant Wholesalers (424590),15 Fairway Dr,Ellington,CT,06029-3653,nkimportsllc26@gmail.com
3513277,"HG Properties, LLC",LLC,Active,2026-09-09,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),83 Woodstock Rd,Pomfret Center,CT,06259-1227,cgalante912@gmail.com
3513278,"Cyndi Palma, LCSW Professional Limited Liability Co.",LLC,Active,2026-09-09,Domestic,Connecticut,Offices of Mental Health Practitioners except Physicians (621330),102 North St,Norwich,CT,06360,cyndipalma4@gmail.com
3513279,TATIANE SILVA CLEANING SERVICES LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Janitorial Services (561720),39 Tamarack Ave,Danbury,CT,06811-4959,silvatatiane1986@icloud.com
3513280,WOLCOTTST 5 LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),22 Bicycle St,Plainville,CT,06062-2249,jeffselmani3@gmail.com
3513282,US Forged Rings Inc,Stock,Active,2026-09-09,Foreign,DELAWARE,Engineering Services (541330),16 Doubling Rd,Greenwich,CT,06830-4846,gs@usfr.com
3513287,TORRES HOME IMPROVEMENT LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Residential Remodelers (236118),130 KAYNOR DRIVE,WATERBURY,CT,06708,juanjt21@gmail.com
3513292,Fixit Estimator LLC,LLC,Active,2026-09-09,Domestic,Connecticut,"All Other Professional, Scientific, and Technical Services (541990)",15 Maggie Ln,Shelton,CT,06484-5377,support@fixitestimator.com
3513295,"MortgageOne, Inc.",Stock,Active,2026-09-09,Foreign,CALIFORNIA,Real Estate Credit (522292),"2714 Loker Ave West, Suite 300",Carlsbad,CA,92010,david@gomortgageone.com
3513301,AP Property Holdings LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),72 Bennett Ave,Waterbury,CT,06708-4047,anperez0910@gmail.com
3513302,"Gleekers, LLC",LLC,Active,2026-09-09,Domestic,Connecticut,Lessors of Nonresidential Buildings except Miniwarehouses (531120),51 Stevens St,Norwalk,CT,06850-3540,bluecactusgrill@yahoo.com
3513306,JOSE LUIS BORTOLOTTI RODRIGUEZ LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Janitorial Services (561720),75 Westfield St,West Haven,CT,06516-1332,luisbortolotti68@gmail.com
3513308,Speaking Naturallee Therapy LLC,LLC,Active,2026-09-09,Domestic,Connecticut,"Offices of Physical, Occupational and Speech Therapists, and Audiologists (621340)",12 Foothills Way,Bloomfield,CT,06002,llee.hardy@speakingnaturallee.com
3513309,Mission Restoration Inc,Non-Stock,Active,2026-09-09,Domestic,Connecticut,Other Community Housing Services (624229),,,,,missionrinc@gmail.com
3513312,Heller Home Improvement LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Residential Remodelers (236118),235 Main St,danbury,CT,06810,hellerhomeimprovement@gmail.com
3513326,Green Horizon Properties LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Residential Property Managers (531311),76 Oak St,New Canaan,CT,06840,chrissy.w.hewitt@gmail.com
3513328,NextGen Realty LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Other Activities Related to Real Estate (531390),3 Vardon Rd,West Hartford,CT,06117-2848,thamer.bajory@gmail.com
3513330,Body of Light Massage Therapy Limited Liability Company,LLC,Active,2026-09-09,Domestic,Connecticut,All Other Personal Services (812990),81 Harbor St,Branford,CT,06405-4410,elana@elanacohenlmt.com
3513339,MOUNTAIN ASH FARM LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Nursery and Tree Production (111421),292 Plain Hill Rd,Norwich,CT,06360-9416,jean.stott@yahoo.com
3513340,golden petal logistic LLC,LLC,Active,2026-09-09,Domestic,Connecticut,"Specialized Freight except Used Goods Trucking, Local (484220)",125 Timber Trl,Wethersfield,CT,06109-1454,support@usa-llc-filing.com
3513342,Acuity Operations LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Office Administrative Services (561110),264 N Anguilla Rd,Pawcatuck,CT,06379-1200,mgarner8878@gmail.com
3513345,Advocate Technologies Inc.,Stock,Active,2026-09-09,Foreign,DELAWARE,"All Other Professional, Scientific, and Technical Services (541990)",3229 Greenpoint Ave PMB 120,New York,NY,11101,accounting@tryadvocate.com
3513348,Diane Behavioral Nutrition Coaching LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Fitness and Recreational Sports Centers (713940),72 Northwood Rd,Newington,CT,06111-3150,support@usa-llc-filing.com
3513351,BRIAN'S LOCK & KEY LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Locksmiths (561622),185 HILL STREET,EAST HARTFORD,CT,06118,brianslock@yahoo.com
3513353,A Brighter Tomorrow LLC,LLC,Active,2026-09-09,Domestic,Connecticut,All Other Personal Services (812990),213 Kennedy Dr,Putnam,CT,06260-1628,laprade.emily@icloud.com
3513356,From Hallways To Hedges LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Janitorial Services (561720),1097 Main Street,Manchester,CT,06040,debramagowan@yahoo.com
3513357,Virginia Apple Design LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Interior Design Services (541410),49 Fox Run Ln,Greenwich,CT,06831-3706,alex@premiercfs.com
3513362,LB Elevates LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Advertising Material Distribution Services (541870),351 Stanley Dr,Glastonbury,CT,06033-2623,dailyaction@yahoo.com
3513369,MCLR Construction LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Commercial and Institutional Building Construction (236220),4 Pine Tree Lane,Glastonbury,CT,06033,gregorymurphy327@gmail.com
3513375,RCJM L.L.C.,LLC,Active,2026-09-09,Domestic,Connecticut,"Agents and Managers for Artists, Athletes, Entertainers, and Other Public Figures (711410)",208 ROXBURY RD,WASHINGTON,CT,06793,efile1234@incfile.com
3513377,Wildflower Boutique Limited Liability Company,LLC,Active,2026-09-09,Domestic,Connecticut,Clothing and Clothing Accessories Retailers (458110),51 Pautipaug Hill Rd,Baltic,CT,06330,wildflowerboutiquect@gmail.com
3513379,"56 Columbus Avenue, LLC",LLC,Active,2026-09-09,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),670 Arbutus St,Middletown,CT,06457-7106,philip.m.barbaro@gmail.com
3513380,O SHELL INC,Stock,Active,2026-09-09,Domestic,Connecticut,Nail Salons (812113),,,,,zhu-zi-zheng@foxmail.com
3513384,RuneLore LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Clothing and Clothing Accessories Retailers (458110),58 Georgia Street,Groton,CT,06340,sgrid.caps@gmail.com
3513389,Sunrising LLC,LLC,Active,2026-09-09,Domestic,Connecticut,All Other General Merchandise Retailers (455219),5 Meriden Rd,Rockfall,CT,06481-2908,ramzan.styles110@gmail.com
3513391,4 SANDCUT 3 LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Nonresidential Property Managers (531312),4 Sand Cut Rd,Brookfield,CT,06804-2644,zachary.lord15@gmail.com
3513395,Vitoria Connecticut LLC,LLC,Active,2026-09-09,Foreign,,,4601 SW 25th Place,Cape Coral,FL,33914,drussell@vitoriarx.com
3513398,Everstead Home Care LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Services for the Elderly and Persons with Disabilities (624120),143 Farmington Ave,New Britain,CT,06053-2925,ecruz@eversteadct.com
3513409,International Marine Electronics LLC,LLC,Active,2026-09-09,Domestic,Connecticut,All Other Specialty Trade Contractors (238990),243 Bloomingdale Road,Quaker Hill,CT,06375,int.me.ct@gmail.com
3513413,BERLIN TOOLING I LLC,LLC,Active,2026-09-09,Domestic,Connecticut,All Other Miscellaneous Fabricated Metal Product Manufacturing (332999),304 CHRISTIAN LANE,BERLIN,CT,06037,markruh@bowspritadvisors.com
3513417,SLSTE MGMT LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),230 Saw Mill River Rd,Millwood,NY,10546,rd5propllc@gmail.com
3513420,11 Cowles Ave LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Lessors of Residential Buildings and Dwellings (531110),380 Summer St,Plantsville,CT,06479-1121,22venturesct@gmail.com
3513424,Lamode Property LLC,LLC,Active,2026-09-09,Domestic,Connecticut,Other Activities Related to Real Estate (531390),1427 Ella T Grasso Blvd,New Haven,CT,06511-2960,ntspiceman23@msn.com
3513436,Project Communion Limited Liability Company,LLC,Active,2026-09-09,Domestic,Connecticut,"All Other Professional, Scientific, and Technical Services (541990)",433 Kent Cornwall Rd,Kent,CT,06757-1211,nickb@projectcommunion.com
3513437,Gearhead Motors LLC,LLC,Active,2026-09-09,Domestic,Connecticut,General Automotive Repair (811111),569 park ave,Bridgeport,CT,06604,gearheadmotors3@gmail.com
