permit,job_filing,filing_reason,issued,approved,expires,work_type,job_description,estimated_cost,house,street,borough,zip,contractor_license_type,contractor_business,contractor_address,owner_business,owner_city,owner_state,status
X01349818-S3-EW-SP,X01349818-S3,Initial Permit,2026-09-10,2026-07-02,2026-12-03,Sprinklers,SPRINKLER APPLICATION FILED HEREWITH IN CONJUNCTION TO ALT-CO APPLICATION X01349818-I1 TO INSTALL WET SPRINKLER SYSTEM IN THE ENTIRE BUILDING AND IN ACCORDANCE WITH NFPA 13R 2016 EDITION AS MODIFIED BY NYC BC 2022 APPENDIX Q AS PER PLAN,44000,1046,MORRIS AVENUE,Bronx,10456,F,"QUALITY PIPING, INC",1027 CHURCH AVENUE,PR,,,Permit Issued
X01350653-S1-MS,X01350653-S1,Initial Permit,2026-09-10,2026-09-09,2027-06-04,Mechanical Systems,"INSTALL NEW EXHAUST VENTS AND AIR INTAKE VENTS FOR THE FOUR (4) REPLACEMENT DIRECT-VENT GAS-FIRED HOT WATER HEATERS AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",1500,3518,BAINBRIDGE AVENUE,Bronx,10467,GC,HI CREST NY INC,1862 55TH STREET,MEDCO,,,Permit Issued
X01354527-I1-PL,X01354527-I1,Initial Permit,2026-09-10,2026-04-20,2026-11-02,Plumbing,"REMOVAL OF SRO UNITS IN CELLAR TO ADDRESS ECB VIOLATIONS: 39171989K & 39171986P. SCOPE OF WORK INCLUDES CAPPING & REMOVAL OF PLUMBING FIXTURES CELLAR. NO CHANGE TO USE, EGRESS OR OCCUPANCY.",12500,938,INTERVALE AVENUE,Bronx,10459,P,ALL PRO PLBG & HTG INC,63-03 FOREST AVENUE,PR,,,Permit Issued
X01408399-S1-GC,X01408399-S1,Initial Permit,2026-09-10,2026-08-19,2027-04-28,General Construction,"REMOVAL OF PARTITIONS TO PROVIDE MORE SPACE AT EXISTING PIZZERIA. NO OTHER WORK PROPOSED. NO CHANGE IN JSE, EGRESS OR OCCUPANCY.",11500,761,MORRIS PARK AVENUE,Bronx,10462,GC,BBPD CORPORATION,1 WHETSTONE AVE APT 114,PRIMAVERA PIZZERIA,,,Permit Issued
X01414725-I1-SH,X01414725-I1,Initial Permit,2026-09-10,2026-06-19,2026-12-09,Sidewalk Shed,"INSTALLATION OF 300PSF SIDEWALK SHED AS PER PLANS. ALL EQUIPMENT SHALL COMPLY WITH CH #33 OF THE NYC CODE 2022. NO CHANGE IN USE, OCCUPANCY OR EGRESS UNDER THIS APPLICATION.",9000,337,EAST 146 STREET,Bronx,10451,GC,MANIANI BUILDERS CORP,104-14 93RD AVENUE,MANIANI BUILDERS CORP,,,Permit Issued
X01419773-I1-SC,X01419773-I1,Initial Permit,2026-09-10,2026-06-30,2026-09-20,Suspended Scaffold,"SUSPENDED SCAFFOLD OUTRIGGER SYSTEM AT 788 ARNOW AVENUE, BRONX, FOR FACADE RESTORATION WORK. THERE WILL BE NO CHANGE IN THE USE, EGRESS, OR OCCUPANCY UNDER THIS APPLICATION.",0,788,ARNOW AVENUE,Bronx,10467,R,DNS FINE BUILDERS INC,83-28 PARSONS BLVD,DNS FINE BUILDERS INC,,,Permit Issued
X01430479-S2-PL,X01430479-S2,Initial Permit,2026-09-10,2026-08-12,2027-05-16,Plumbing,PLUMBING WORK RELATED TO TENANT FIT OUT AT 1ST AND 3RD FLOOR AS PER PLANS FILED HEREWITH.,211600,2511,MARION AVENUE,Bronx,10458,P,DEPENDABLE MECH CORP,"6202 17TH AVENUE, 1ST FLOOR",GINDI CAPITAL,,,Permit Issued
X01434313-I1-GC,X01434313-I1,Initial Permit,2026-09-10,2026-09-01,2026-11-18,General Construction,Reconfiguration of the existing egress gate at the rear of the existing multiple-dwelling building as per plans filed herewith.,12500,945,ALDUS STREET,Bronx,10459,GC,CHEEMA CONSTRUCTION INC,2534 CRUGER AVE APT 2F,ZALE MANAGEMENT CORP.,,,Permit Issued
X01434313-S1-FN,X01434313-S1,Initial Permit,2026-09-10,2026-09-02,2026-11-18,Construction Fence,Installation of temporary construction fence in connection with General Construction Application.,4000,945,ALDUS STREET,Bronx,10459,GC,CHEEMA CONSTRUCTION INC,2534 CRUGER AVE APT 2F,ZALE MANAGEMENT CORP.,,,Permit Issued
X01443177-I1-MS,X01443177-I1,Initial Permit,2026-09-10,2026-08-28,2026-11-03,Mechanical Systems,"Install mechanical systems in conjunction with NB#210178920. There is no change in use, occupancy, or egress.",1000,2111,WHITE PLAINS ROAD,Bronx,10462,GC,NEW LINE CONSTRUCTION LLC,2444 BOUCK AVENUE,ATLANTIS DEVELOPMENT INC,,,Permit Issued
X01444327-I1-SC,X01444327-I1,Initial Permit,2026-09-10,2026-09-08,2027-07-01,Suspended Scaffold,FISP INSPECTION (Facade Inspection Safety Program). INDUSTRIAL ROPE ACCESS TECHNIQUES AND METHODS. SEE ATTACHED PLANS. Designated Primary Site supervisor: Jesus Decola,0,2251,SEDGWICK AVENUE,Bronx,10468,R,STRUCTUAL PRESV SYSTEM,35-21 VERNON BLVD,RUSH MANAGEMENT CO,,,Permit Issued
X01445302-I1-SL,X01445302-I1,Initial Permit,2026-09-10,2026-08-13,2026-11-15,Solar,"INSTALLATION OF SOLAR PANELS ON ROOF. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",22387.2,1415,BURKE AVENUE,Bronx,10469,RA,"TOM PETERSEN ARCHITECT, LLC",6 COUNTRY LANE,Not Applicable,,,Permit Issued
X01445726-I1-SL,X01445726-I1,Initial Permit,2026-09-10,2026-08-17,2026-11-15,Solar,"INSTALLATION OF SOLAR PANELS ON ROOF. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",17008.5,3177,WISSMAN AVENUE,Bronx,10465,RA,"TOM PETERSEN ARCHITECT, LLC",6 COUNTRY LANE,Not Applicable,,,Permit Issued
X01446345-I1-SH,X01446345-I1,Initial Permit,2026-09-10,2026-09-10,2026-12-09,Sidewalk Shed,"INSTALLATION OF TEMPORARY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",1,1106,BOYNTON AVENUE,Bronx,10472,GC,POWERS BRIDGING & SCAFFOL,211 COOK STREET,UNIVERSAL CONTRACTING,,,Permit Issued
X01447734-I1-SC,X01447734-I1,Initial Permit,2026-09-10,2026-09-04,2026-10-24,Suspended Scaffold,IRA FISP INSPECTION,0,1910,SEMINOLE AVENUE,Bronx,10461,R,SUPERSTARS CONTRACTING IN,40-27 24TH STREET,VERSAI LLC,,,Permit Issued
X01447750-I1-SC,X01447750-I1,Initial Permit,2026-09-10,2026-09-04,2026-10-24,Suspended Scaffold,IRA FISP Inspection,0,1225,MORRIS PARK AVENUE,Bronx,10461,R,SUPERSTARS CONTRACTING IN,40-27 24TH STREET,VERSAI LLC,,,Permit Issued
X01448591-I1-SH,X01448591-I1,Initial Permit,2026-09-10,2026-09-10,2026-12-09,Sidewalk Shed,"INSTALLATION OF TEMPORARY SIDEWALK SHED AS PER PLANS. SIDEWALK SHED SHALL COMPLY WITH CHAPTER 33 OF THE 2022 NYC BUILDING CODE. NO CHANGE IN USE, EGRESS OR OCCUPANCY UNDER THIS APPLICATION.",166000,2420,BRONXWOOD AVENUE,Bronx,10469,GC,J.K.CONSTRUCTION NEW YORK,305 MINEOLA BLVD,NYCHA,,,Permit Issued
X01449158-I1-GC,X01449158-I1,Initial Permit,2026-09-10,2026-09-02,2027-05-15,General Construction,"PARAPET WALL REPLACEMENT AS PER PLAN. NO CHANGE IN USE, EGRESS OR OCCUPANCY WITH THIS APPLICATION",8000,1970,WALTON AVENUE,Bronx,10453,GC,ASN CONST & RENOV INC,429 TORRY AVE,Hope Management,,,Permit Issued
X01450992-I1-GC,X01450992-I1,Initial Permit,2026-09-10,2026-08-31,2027-05-09,General Construction,"FACADE REPAIRS AT EXPOSURE 2 (WEST ELEVATION). REPAIR DETERIORATED STUCCO, MASONRY AT EXISTING CHIMNEY, PARAPET/ROOF-EDGE AND WATERPROOFING AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",65000,1665,NELSON AVENUE,Bronx,10453,GC,A&H EMPIRE CONSTRUCTION,135-07 LINDEN BLVD,SAG 233 LLC.,,,Permit Issued
X01452350-I1-GC,X01452350-I1,Initial Permit,2026-09-10,2026-09-08,2027-05-24,General Construction,"Minor Renovation of attic floor as per plan. No change in use, occupancy or egress",61875,372,EAST 235 STREET,Bronx,10470,GC,WEBB DEVELOPMENT SVC CORP,34 EAST 1ST STREET 2ND FL,Not Applicable,,,Permit Issued
X01452630-I1-GC,X01452630-I1,Initial Permit,2026-09-10,2026-09-02,2026-10-21,General Construction,"PROPOSED OF INTERIOR RENOVATION OF APARTMENT 4A AS PER PLANS. NO CHANGE IN USE, OCCUPANCY, OR EGRESS UNDER THIS APPLICATION",30000,2337,GRAND CONCOURSE,Bronx,10468,GC,AXIS BUILDERS INC,110-15 ROCKAWAY BLVD,AXIS BUILDERS INC.,,,Permit Issued
X01454418-I1-SL,X01454418-I1,Initial Permit,2026-09-10,2026-09-08,2026-09-30,Solar,"Installation of solar panels, Roof Top, Grid Tied, railed, (19) Modules, (7.79) kW System Size",38950,1312,GIVAN AVENUE,Bronx,10469,PE,MOMENTUM SOLAR,3096 B HAMILTON BLVD,Not Applicable,,,Permit Issued
X01455363-I1-PMM,X01455363-I1,Initial Permit,2026-09-10,2026-09-09,2027-01-19,Protection and Mechanical Methods,"INSTALLATION OF 6000 LB SINGLE PERSONNEL HOIST CAR AS PER PLANS DURING CONSTRUCTION. HOIST SHALL COMPLY WITH CHAPTER #33 OF THE 2022 CODE. NO CHANGE IN USE, EGRESS, OR OCCUPANCY UNDER THIS APPLICATION.",9540,120,EAST 167 STREET,Bronx,10452,GC,PLATINUM SERVICES NY LLC,53-28 11TH STREET 2ND FL,PLATINUM SERVICES NY LLC,,,Permit Issued
X01457173-I1-SF,X01457173-I1,Initial Permit,2026-09-10,2026-09-10,2026-10-06,Supported Scaffold,"INSTALLATION OF PIPE SCAFFOLDING AS PER PLANS. PIPE SCAFFOLDING SHALL COMPLY WITH CHAPTER #33 OF THE NYC BUILDING CODE 2022. NO CHANGE IN USE, OCCUPANCY, OR EGRESS UNDER THIS APPLICATION.",5000,2115,MATTHEWS AVENUE,Bronx,10462,GC,ACE GROUP NY CORP,34 BARCLAY STREET,ACE GROUP NY CORP.,,,Permit Issued
X01457696-I1-FN,X01457696-I1,Initial Permit,2026-09-10,2026-09-10,2027-07-10,Construction Fence,"INSTALLATION OF THE TEMPORARY FENCE AT 1930 LORING PLACE, BRONX, NY 10453 AS INDICATED ON PLANS. THERE WILL BE NO CHANGE IN THE USE, EGRESS, OR OCCUPANCY UNDER THIS APPLICATION.",9872,1930,LORING PLACE,Bronx,10453,GC,INNOVATIVE CONSTRUCTION &,86-16 QUEENS BLVD,Housing Preservation & Development,,,Permit Issued
B00786117-S4-EW-SP,B00786117-S4,Initial Permit,2026-09-09,2023-03-30,2027-02-28,Sprinklers,Removal of 5 Sprinkler head and related piping to preparation for new Electric Service room in cellar,50000,1970,HOMECREST AVENUE,Brooklyn,11229,F,"EAGLE 1 MECHANICAL, INC",62-43 30TH AVENUE,NYC SCHOOL CONSTRUCTION AUTHORITY,,,Permit Issued
B01002768-S2-MS,B01002768-S2,Initial Permit,2026-09-09,2025-06-11,2026-12-01,Mechanical Systems,new mechanical duct work and piping for a residential building,12000,163,HERKIMER STREET,Brooklyn,11216,GC,THE PHILIP GROUP CORP,355 HERZI ST #1,PR,,,Permit Issued
B01036883-S3-FO,B01036883-S3,Initial Permit,2026-09-09,2026-08-04,2026-11-14,Foundation,SUBSEQUENT FILING FOR UNDERPINNING WORK IN CONJUNCTION TO ALT-CO NB FILING # B01036883-I1,10000,196,LEE AVENUE,Brooklyn,11211,GC,GOLDEN BUILDERS NY INC,130 LEE AVENUE #379,PR,,,Permit Issued
B01061790-S7-EW-SP,B01061790-S7,Initial Permit,2026-09-09,2025-05-09,2026-12-31,Sprinklers,Sprinkler work type hereby filed subsequent to the NB GC application: B01061790-I1,0,466,LAFAYETTE AVENUE,Brooklyn,11205,F,B&B MECH PLBG & HTG LLC,1127 UTICA AVENUE,LAFAYETTE GARDENS HOLDINGS LLC,,,Permit Issued
B01069870-I1-EA,B01069870-I1,Initial Permit,2026-09-09,2024-07-10,2026-12-31,Earth Work,"Removal and Installation of concrete pavement, landscaping and other site features related to the installation of Con Edison transformer vaults and new drainage. Installation of waterproofing along building faade. No change to use, egress, ",175000,500,19 STREET,Brooklyn,11215,GC,NAVILLUS TILE INC,633 3RD AVENUE...17TH FL,DIOCESE OF BROOKLYN,,,Permit Issued
B01077835-I1-PL,B01077835-I1,Initial Permit,2026-09-09,2024-08-01,2026-09-28,Sprinklers,"INSTALLATION OF SPRINKLER SYSTEM FOR THE ENTIRE BUILDING IN CONJUNCTION WITH APPLICATION # B01056829. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",86900,1702,OCEAN PARKWAY,Brooklyn,11223,P,TRI CITY MECHANICAL GROUP,"156-09 ROCKAWAY BLVD, 1ST FLOOR",PR,,,Permit Issued
B01083935-S8-PMM,B01083935-S8,Initial Permit,2026-09-09,2026-09-09,2026-12-31,Protection and Mechanical Methods,"INSTALLATION AND USE OF TEMPORARY KNUCKLEBOOM AS PER PLANS FILED HEREWITH. NO CHANGE IN USE EGRESS, OR OCCUPANCY.",0,801,OCEAN PARKWAY,Brooklyn,11230,GC,CANDID CONNECTION INC,3099 CROPSEY AVENUE,"G-NADO, INC",,,Permit Issued
B01100484-S1-SE,B01100484-S1,Initial Permit,2026-09-09,2026-07-21,2027-05-01,Support of Excavation,SUBSEQUENT FILING FOR THE SUPPORT OF EXCAVATION FILED IN CONJUNCTION WITH THE ENLARGEMENT ALTERATION CO APPLICATION #B01100484-I1. THE ALTERATION CO APPLICATION WAS APPROVED ON 11/22/2024 AND PERMITTED ON 01/07/2025.,5000,3379,SHORE PARKWAY,Brooklyn,11235,GC,BUILD R US CORP,2769A EAST 15 ST,Not Applicable,,,Permit Issued
B01100484-S3-ST,B01100484-S3,Initial Permit,2026-09-09,2026-07-22,2027-05-01,Structural,SUBSEQUENT FILING FOR STRUCTURAL WORK FILED IN CONJUNCTION WITH THE ENLARGEMENT ALTERATION CO APPLICATION #B01100484-I1.,922940,3379,SHORE PARKWAY,Brooklyn,11235,GC,BUILD R US CORP,2769A EAST 15 ST,Not Applicable,,,Permit Issued
B01155671-S8-PL,B01155671-S8,Initial Permit,2026-09-09,2026-04-22,2026-12-04,Plumbing,installation of a new plumbing system in conjunction with application #B01155671,25000,51 A,STOCKHOLM STREET,Brooklyn,11221,P,RITE WAY HEATING CORP,"50 QUENTIN RD., 1ST FLOOR",PR,,,Permit Issued
B01186531-S2-PL,B01186531-S2,Initial Permit,2026-09-09,2025-10-21,2026-12-03,Plumbing,INSTALLATION OF NEW PIPING AND PLUMBING FIXTURES IN CONJUNCTION WITH APPLICATION # B01186531-I1,80000,1189,44 STREET,Brooklyn,11219,P,PIPING & PLUMBING SOLUTIO,4601C 1ST AVENUE,Not Applicable,,,Permit Issued
B01203912-S2-ST,B01203912-S2,Initial Permit,2026-09-09,2026-09-01,2027-01-25,Structural,STRUCTURAL FRAMING WORK FOR THE REAR 1ST FLOOR EXTENSION TO EXISTING 3 STORY MIXED-USE BUILDING.,45000,220,COURT STREET,Brooklyn,11201,GC,LKM CONTRACTING & CONSTRU,1035 SENECA AVE 3L,"CERYNEIAN MGT, LLC",,,Permit Issued
B01203912-S4-FN,B01203912-S4,Initial Permit,2026-09-09,2026-09-04,2027-01-25,Construction Fence,TEMPORARY CONSTRUCTION FENCE IN CONJUNCTION WITH REAR 1ST FLOOR EXTENSION FILED UNDER B01203912-I1.,5000,220,COURT STREET,Brooklyn,11201,GC,LKM CONTRACTING & CONSTRU,1035 SENECA AVE 3L,"CERYNEIAN MGT, LLC",,,Permit Issued
B01233197-S1-FO-EA,B01233197-S1,Initial Permit,2026-09-09,2026-06-09,2026-12-30,Foundation,Foundation and Excavation required for the Proposed vertical and horizontal enlargement of an existing two (2) story building; converting to a three (3) story + cellar one family building,90000,2030,EAST 14 STREET,Brooklyn,11229,GC,ACER CONSTRUCTION INC,131-44 40TH ROAD 2ND FLOOR,NEXTGEN PHARMACEUTICALS,,,Permit Issued
B01263817-S3-SE,B01263817-S3,Initial Permit,2026-09-09,2026-06-03,2027-02-05,Support of Excavation,SOE plans filed in conjunction with NB B01263817-I1,0,1905,ATLANTIC AVENUE,Brooklyn,11233,GC,HIL GROUP LLC,569 MARCY AVENUE APT 8C,Not Applicable,,,Permit Issued
B01270507-I1-GC-CX,B01270507-I1,Initial Permit,2026-09-09,2025-09-08,2026-12-31,Structural,FACADE REPAIRS (FISP CYCLE 9),1528356,21,CLARK STREET,Brooklyn,11201,GC,STONEHENGE BUILDING SERV,270 BOHLEN RD,"21 Clark Street Property Owner, LLC",,,Permit Issued
B01312719-I1-CC,B01312719-I1,Initial Permit,2026-09-09,2026-08-26,2027-03-21,Curb Cut,CURB CUT APPLICATION FILED IN CONJUNCTION TO NB APPLICATION # B01246023-I1,100,1305,ROCKAWAY PARKWAY,Brooklyn,11236,GC,"LEAD IT BUILDERS, LLC",670 MYRTLE AVE #6-404,ROCKAWAWY EQUITIES NY LLC,,,Permit Issued
B01321033-S1-PL,B01321033-S1,Initial Permit,2026-09-09,2026-09-08,2026-10-02,Plumbing,"PLUMBING SCOPE IN CONJUNCTION WITH INTERIOR RENOVATION AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",91500,5,TEMPLE COURT,Brooklyn,11218,P,IPS PLUMBING CORP,65-06 GRAND AVENUE,Not Applicable,,,Permit Issued
B01327363-S2-PL,B01327363-S2,Initial Permit,2026-09-09,2026-05-22,2026-11-14,Plumbing,PLUMBING SPECIFICATIONS FILED IN CONJUNCTION WITH NB APPLICATION #B01327363-I1,0,159,BROADWAY,Brooklyn,11211,P,PRIME PIPING & HEATING IN,152-32 ROCKAWAY BLVD,B CONTRACTORS GROUP LLC,,,Permit Issued
B01327363-S3-EW-SD,B01327363-S3,Initial Permit,2026-09-09,2025-12-23,2026-11-14,Standpipe,SPRINKLER & STANDPIPE SPECIFICATIONS FILED IN CONJUNCTION WITH GC APPLICATION B01327363-I1,0,159,BROADWAY,Brooklyn,11211,F,PRIME PIPING & HEATING IN,152-32 ROCKAWAY BLVD,B CONTRACTORS GROUP LLC,,,Permit Issued
B01327363-S4-EW-SD,B01327363-S4,Initial Permit,2026-09-09,2025-12-19,2026-11-14,Standpipe,TEMPORARY STANDPIPE SPECIFICATIONS FILED IN CONJUNCTION WITH GC APPLICATION B01327363-I1,0,159,BROADWAY,Brooklyn,11211,F,PRIME PIPING & HEATING IN,152-32 ROCKAWAY BLVD,B CONTRACTORS GROUP LLC,,,Permit Issued
B01330433-S3-FO-EA,B01330433-S3,Initial Permit,2026-09-09,2026-06-04,2027-01-05,Earth Work,FOUNDATION PLANS FILED HEREWITH.,0,2625,BEDFORD AVENUE,Brooklyn,11226,GC,TOWNHOUSE BUILDERS INC,3611 14TH AVENUE #606,W6 FACILITY X. LLC,,,Permit Issued
B01330433-S4-SE,B01330433-S4,Initial Permit,2026-09-09,2026-03-23,2027-01-05,Support of Excavation,SOE FILED HEREWITH IN CONJUNCTION WITH B01330433-I1,0,2625,BEDFORD AVENUE,Brooklyn,11226,GC,TOWNHOUSE BUILDERS INC,3611 14TH AVENUE #606,W6 FACILITY X. LLC,,,Permit Issued
B01339950-S1-PL,B01339950-S1,Initial Permit,2026-09-09,2026-08-26,2027-03-16,Plumbing,PLUMBING WORK ONLY IN CONJUNCTION WITH APPLICATION #B01339950-I1,25000,345,ELDERT STREET,Brooklyn,11237,P,KISHAN PLUMBING INC,106-46 GUY R BREWER BLVD,Not Applicable,,,Permit Issued
B01341040-I1-FN,B01341040-I1,Initial Permit,2026-09-09,2026-01-16,2027-01-31,Construction Fence,Installation of the construction fence,2000,9302,3 AVENUE,Brooklyn,11209,GC,NADKOS INC,2906 SHELL ROAD,Tiny Titans Day Care 2,,,Permit Issued
B01348359-S3-CC,B01348359-S3,Initial Permit,2026-09-09,2026-07-17,2027-05-29,Curb Cut,Proposed new curb cut filed in conjunction with GC #B01348359-I1,5000,1558,38 STREET,Brooklyn,11218,GC,AFFINITY ASSOCIATES 1 INC,670 MYRTLE AVENUE SUITE 109,Not Applicable,,,Permit Issued
B01350852-I1-GC,B01350852-I1,Initial Permit,2026-09-09,2026-07-22,2027-01-01,General Construction,"Hereby filing to replace windows for apt renovation as shown on plans filed herewith. No change to use, occupancy or egress.",18120,498,11 STREET,Brooklyn,11215,GC,V & ROGER CNSTRCTN CORP,104-54 41ST AVENUE 2ND FL,,,,Permit Issued
B01363195-I1-PMM,B01363195-I1,Initial Permit,2026-09-09,2026-09-09,2026-12-31,Protection and Mechanical Methods,"Filing for chute. No change in use, egress or occupancy. Filing in conjuction with B01111764.",20000,4211,14 AVENUE,Brooklyn,11219,GC,MALENI GROUP INC,1863 CHESTER DR,NYC SCHOOL CONSTRUCTION AUTHORITY,,,Permit Issued
B01363613-S1-MS,B01363613-S1,Initial Permit,2026-09-09,2026-09-08,2027-05-13,Mechanical Systems,"Mechanical application filed in conjunction with Alt-co #B01363613-I1. Installation of all new building-wide HVAC, ventilation, exhaust, and dehumidification systems with associated mechanical components.",141800.21,1358,57 STREET,Brooklyn,11219,GC,OVERHEAD MANAGEMENT LLC,58 WALTON ST APT 5D,PR,,,Permit Issued
B01364782-S1-PL,B01364782-S1,Initial Permit,2026-09-09,2026-06-26,2026-11-02,Plumbing,Plumbing application filing in conjunction with DOB NOW # B01364782-S1,30400,1559,EAST 9 STREET,Brooklyn,11230,P,ALL PRO PLBG & HTG INC,63-03 FOREST AVENUE,Not Applicable,,,Permit Issued
B01367160-I1-SH,B01367160-I1,Initial Permit,2026-09-09,2026-09-09,2026-11-16,Sidewalk Shed,"INSTALLATION OF TEMPORARY SIDEWALK SHED AS PER PLANS. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",1,410,40 STREET,Brooklyn,11232,GC,CORE SCAFFOLD SYSTEMS INC,417 MYRTLE AVE SUITE 14,OWNERS REP,,,Permit Issued
B01372558-I1-GC,B01372558-I1,Initial Permit,2026-09-09,2026-07-14,2027-04-27,General Construction,"Partial demolition and reconstruction of the rear portion of the building, replacing in-kind within the existing footprint. No change in use, egress, or occupancy.",657200,532,LAFAYETTE AVENUE,Brooklyn,11205,GC,YNR CONSTRUCTION LLC,42 S 10TH STREET APT 3A,YNR Construction LLC,,,Permit Issued
B01372558-S1-ST,B01372558-S1,Initial Permit,2026-09-09,2026-06-01,2027-04-27,Structural,Structural specifications filed in conjunction with GC application B01372558,30000,532,LAFAYETTE AVENUE,Brooklyn,11205,GC,YNR CONSTRUCTION LLC,42 S 10TH STREET APT 3A,YNR Construction LLC,,,Permit Issued
B01373570-S1-PL,B01373570-S1,Initial Permit,2026-09-09,2026-03-31,2026-10-21,Plumbing,Plumbing work as shown on plans filed herewith.,49941.06,175,REMSEN STREET,Brooklyn,11201,P,SAMUEL & SONS P & H INC,"137-42 GUY R BREWER BLVD, STE 7",PR,,,Permit Issued
B01381009-I1-GC,B01381009-I1,Initial Permit,2026-09-09,2026-06-25,2026-09-29,General Construction,"REMOVAL OF EXISTING CONCRETE SIDEWALK AND ASPHALT DRIVEWAY, INSTALLATION OF NEW CURB, REINSTALLEXISTING LIGHTING ON NEW CONCRETE FOOTING, INSTALL GUARDRAIL, PERMEABLE PAVERS, BOLLARDS.",74220,1280,CROTON LOOP,Brooklyn,11239,GC,KAMA CONSTRUCTION CORP,15 REGENT PL,"BSC HOUSING COMPANY, INC",,,Permit Issued
B01381046-I1-GC,B01381046-I1,Initial Permit,2026-09-09,2026-06-25,2026-09-29,General Construction,"REMOVAL OF EXISTING CONCRETE SIDEWALK AND ASPHALT DRIVEWAY, INSTALLATION OF NEW CURB, REINSTALLEXISTING LIGHTING ON NEW CONCRETE FOOTING, INSTALL GUARDRAIL, PERMEABLE PAVERS, BOLLARDS.",74220,45,TWIN PINES DRIVE,Brooklyn,11239,GC,KAMA CONSTRUCTION CORP,15 REGENT PL,"BSC HOUSING COMPANY, INC",,,Permit Issued
B01398578-S3-PMM,B01398578-S3,Initial Permit,2026-09-09,2026-07-29,2026-12-28,Protection and Mechanical Methods,MECHANICAL MEANS SUBMITTED FOR USE OF MECHANICAL EQUIPMENT AT THE TIME OF DEMOLITION IN CONJUNCTION WITH THE INTERIOR DEMO APPLICATION,160,98,MONTAGUE STREET,Brooklyn,11201,GC,VOLK INDUSTRIAL SERVICES,599 N. MAPLE AVE,Not Applicable,,,Permit Issued
B01402264-S1-BE,B01402264-S1,Initial Permit,2026-09-09,2026-07-23,2027-01-22,Boiler Equipment,INSTALL THREE (3) NEW GAS FIRED HOT WATER BOILERS IN THE CELLAR OF THE FRONT BUILDING.,4500,104,JACKSON STREET,Brooklyn,11211,P,DNS PLUMBING & HEATING COMPANY,30 WALL STREET FL 8,WRG Property Management,,,Permit Issued
B01408513-I1-GC,B01408513-I1,Initial Permit,2026-09-09,2026-06-29,2026-12-01,General Construction,"NYULH BROOKLYN - MRI EXPANSION P1 - GENERAL CONSTRUCTION INCLUDING MODIFICATIONS TO EXISTING FLOORS, PARTITIONS, CEILINGS AND DOORS AS PER PLANS FILED HEREWITH. NO CHANGE IN USE, EGRESS, OR OCCUPANCY.",600000,150,55 STREET,Brooklyn,11220,GC,EMPIRE GENERAL CONTRACTIN,115 MAIN STREET,NYU LANGONE MEDICAL CENTER,,,Permit Issued
B01412323-I1-SG,B01412323-I1,Initial Permit,2026-09-09,2026-07-14,2027-01-08,Sign,INSTALL EXTERIOR NON-ILLUMINATED WALL SIGN (REGAL),1200,2824,PLUMB 3 STREET,Brooklyn,11235,S,A.M.A HOLDINGS INC,"268 WEST 44TH STREET, 5TH FL",Shore Parkway Owner LLC,,,Permit Issued
B01412486-S1-ST,B01412486-S1,Initial Permit,2026-09-09,2026-06-30,2026-09-30,Structural,Structural work for Interior renovation,30000,54,HIGHLAND PLACE,Brooklyn,11208,GC,RIGHT CHOICE CONSTRUCTION,60-90 67TH AVE,Not Applicable,,,Permit Issued
B01415014-S2-SF,B01415014-S2,Initial Permit,2026-09-09,2026-09-09,2027-03-01,Supported Scaffold,"INSTALLATION OF TEMPORARY PIPE SCAFFOLD AS PER PLAN. NO CHANGE IN USE, EGRESS OR OCCUPANCY.",1000,97,CLINTON AVENUE,Brooklyn,11205,GC,SPRING SCAFFOLDING LLC,49-30 31ST PLACE,"BEDFORD VILLAGE, LLC",,,Permit Issued
